"ID";"age";"balance";"previous";"job";"marital";"education";"housing";"loan";"poutcome";"y"
2071;33;158;2;"employed";"married";"tertiary";"no";"no";"success";"no"
2072;43;279;1;"unemployed";"married";"tertiary";"yes";"no";"failure";"no"
2073;23;0;2;"unemployed";"single";"secondary";"no";"no";"success";"yes"
2074;29;697;1;"employed";"single";"tertiary";"no";"no";"success";"yes"
2075;49;3608;1;"unemployed";"married";"secondary";"yes";"no";"success";"yes"
2076;58;5701;1;"employed";"divorced";"tertiary";"no";"no";"success";"yes"
2077;48;292;1;"employed";"married";"secondary";"no";"no";"success";"yes"
2078;48;11371;2;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
2079;42;757;1;"employed";"married";"tertiary";"no";"no";"success";"yes"
2080;36;-547;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
2081;42;201;2;"employed";"married";"primary";"yes";"no";"failure";"yes"
2082;35;-312;1;"unemployed";"married";"secondary";"no";"no";"failure";"no"
2083;30;398;2;"employed";"single";"tertiary";"no";"no";"success";"yes"
2084;45;706;1;"employed";"married";"secondary";"no";"no";"success";"no"
2085;36;24;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
2086;31;1331;2;"employed";"married";"tertiary";"no";"no";"success";"yes"
2087;51;1347;2;"employed";"married";"tertiary";"yes";"yes";"success";"no"
2088;35;1750;2;"employed";"single";"tertiary";"yes";"no";"success";"yes"
2089;25;2305;1;"employed";"single";"tertiary";"no";"no";"failure";"no"
2090;35;193;1;"employed";"married";"tertiary";"yes";"no";"failure";"yes"
2091;39;0;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
2092;56;616;1;"employed";"married";"tertiary";"no";"no";"success";"yes"
2093;26;1327;2;"unemployed";"single";"secondary";"no";"no";"failure";"no"
2094;57;478;1;"unemployed";"married";"tertiary";"no";"no";"failure";"no"
2095;55;5399;2;"employed";"divorced";"tertiary";"no";"yes";"failure";"no"
2096;35;994;2;"unemployed";"single";"tertiary";"no";"no";"failure";"yes"
2097;30;1185;1;"employed";"single";"tertiary";"yes";"no";"failure";"no"
2098;57;169;1;"unemployed";"married";"secondary";"no";"no";"success";"no"
2099;29;1669;1;"employed";"single";"tertiary";"no";"no";"success";"no"
2100;42;6060;2;"employed";"married";"tertiary";"yes";"no";"failure";"yes"
2101;32;696;2;"employed";"single";"tertiary";"no";"yes";"failure";"no"
2102;33;55;2;"employed";"married";"tertiary";"no";"no";"failure";"yes"
2103;37;630;1;"employed";"married";"tertiary";"no";"no";"success";"yes"
2104;53;1624;2;"employed";"married";"tertiary";"no";"no";"success";"yes"
2105;26;255;1;"unemployed";"single";"secondary";"no";"no";"success";"yes"
2106;33;1431;2;"employed";"single";"tertiary";"no";"no";"failure";"no"
2107;32;796;1;"employed";"single";"tertiary";"no";"yes";"failure";"no"
2108;30;270;1;"unemployed";"single";"secondary";"no";"no";"success";"yes"
2109;25;483;1;"unemployed";"single";"secondary";"no";"yes";"success";"no"
2110;36;351;1;"employed";"single";"tertiary";"no";"no";"failure";"no"
2111;31;1599;2;"employed";"single";"secondary";"no";"no";"success";"no"
2112;38;613;1;"employed";"married";"tertiary";"no";"no";"success";"yes"
2113;31;2915;1;"employed";"single";"tertiary";"no";"no";"failure";"no"
2114;29;674;2;"employed";"single";"secondary";"no";"no";"success";"yes"
2115;37;57;1;"employed";"married";"tertiary";"no";"no";"success";"no"
2116;47;86;1;"employed";"single";"tertiary";"no";"no";"success";"yes"
2117;47;0;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
2118;31;1815;1;"employed";"single";"tertiary";"no";"no";"success";"no"
2119;34;1228;2;"employed";"single";"tertiary";"no";"no";"success";"yes"
2120;31;620;1;"employed";"single";"tertiary";"no";"no";"failure";"no"
2121;54;2156;2;"employed";"divorced";"secondary";"yes";"no";"success";"yes"
2122;53;6112;1;"employed";"married";"secondary";"no";"no";"success";"no"
2123;25;2354;2;"unemployed";"single";"secondary";"no";"no";"success";"no"
2124;46;699;1;"employed";"married";"tertiary";"no";"no";"failure";"yes"
2125;27;3342;2;"employed";"single";"primary";"yes";"no";"failure";"no"
2126;35;495;1;"employed";"married";"tertiary";"no";"no";"failure";"yes"
2127;47;2749;1;"employed";"married";"primary";"yes";"no";"failure";"yes"
2128;34;0;1;"employed";"married";"tertiary";"yes";"no";"success";"yes"
2129;54;1014;2;"employed";"married";"tertiary";"no";"yes";"failure";"yes"
2130;58;919;2;"unemployed";"married";"secondary";"yes";"yes";"failure";"no"
2131;49;298;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2132;47;2173;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2133;25;1105;1;"employed";"single";"secondary";"yes";"no";"failure";"no"
2134;59;182;1;"employed";"married";"primary";"no";"no";"failure";"no"
2135;36;2957;2;"employed";"married";"tertiary";"yes";"yes";"success";"no"
2136;45;89;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2137;33;700;2;"employed";"single";"tertiary";"no";"no";"success";"yes"
2138;54;0;2;"employed";"married";"secondary";"no";"no";"success";"yes"
2139;31;354;2;"employed";"single";"tertiary";"no";"no";"success";"yes"
2140;32;1246;2;"employed";"single";"tertiary";"yes";"no";"success";"yes"
2141;27;73;1;"unemployed";"married";"tertiary";"no";"no";"success";"no"
2142;30;305;2;"unemployed";"single";"tertiary";"no";"no";"success";"yes"
2143;37;6101;1;"employed";"single";"tertiary";"no";"no";"success";"no"
2144;60;1723;2;"employed";"married";"primary";"no";"no";"failure";"no"
2145;40;1646;2;"employed";"single";"tertiary";"yes";"no";"success";"yes"
2146;28;236;2;"unemployed";"single";"primary";"no";"no";"failure";"yes"
2147;33;5437;1;"employed";"single";"tertiary";"no";"no";"failure";"yes"
2148;31;125;1;"employed";"single";"secondary";"no";"no";"failure";"no"
2149;34;992;2;"employed";"single";"tertiary";"yes";"no";"success";"no"
2150;33;417;1;"employed";"single";"tertiary";"yes";"no";"failure";"no"
2151;41;5060;2;"employed";"married";"secondary";"no";"no";"success";"yes"
2152;38;902;1;"employed";"divorced";"secondary";"yes";"no";"success";"yes"
2153;47;335;1;"employed";"married";"secondary";"no";"no";"success";"yes"
2154;60;4519;1;"unemployed";"divorced";"secondary";"no";"no";"failure";"no"
2155;49;1;1;"employed";"married";"tertiary";"no";"no";"success";"yes"
2156;33;1636;1;"employed";"single";"tertiary";"yes";"no";"success";"yes"
2157;40;-388;1;"employed";"married";"primary";"yes";"no";"failure";"no"
2158;28;1984;1;"employed";"single";"tertiary";"yes";"no";"failure";"no"
2159;31;630;2;"employed";"single";"tertiary";"no";"no";"failure";"no"
2160;44;0;1;"employed";"single";"secondary";"yes";"no";"failure";"no"
2161;52;94;1;"unemployed";"married";"secondary";"no";"no";"success";"no"
2162;22;897;2;"unemployed";"single";"tertiary";"yes";"no";"success";"no"
2163;60;316;2;"employed";"married";"secondary";"no";"no";"failure";"yes"
2164;39;8876;2;"employed";"married";"secondary";"no";"no";"failure";"no"
2165;57;738;1;"unemployed";"single";"secondary";"no";"no";"failure";"no"
2166;32;1138;2;"unemployed";"single";"tertiary";"no";"no";"success";"yes"
2167;48;863;2;"employed";"married";"secondary";"yes";"no";"success";"yes"
2168;48;428;2;"employed";"divorced";"tertiary";"yes";"no";"failure";"no"
2169;31;6495;2;"employed";"single";"tertiary";"no";"no";"failure";"no"
2170;29;451;1;"employed";"married";"tertiary";"no";"no";"failure";"no"
2171;26;4683;1;"employed";"single";"tertiary";"yes";"no";"failure";"no"
2172;50;346;1;"employed";"married";"tertiary";"no";"no";"success";"no"
2173;33;-208;1;"employed";"married";"secondary";"yes";"yes";"failure";"no"
2174;41;72;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2175;36;188;2;"employed";"married";"secondary";"yes";"yes";"success";"yes"
2176;33;661;2;"unemployed";"divorced";"secondary";"yes";"no";"failure";"no"
2177;40;356;2;"unemployed";"single";"secondary";"yes";"no";"failure";"no"
2178;35;520;2;"employed";"married";"tertiary";"yes";"no";"failure";"yes"
2179;33;5151;2;"employed";"married";"primary";"yes";"yes";"failure";"no"
2180;31;0;1;"employed";"married";"tertiary";"yes";"no";"failure";"no"
2181;30;2666;1;"employed";"married";"tertiary";"no";"no";"success";"yes"
2182;32;141;2;"employed";"married";"tertiary";"yes";"no";"success";"no"
2183;34;308;2;"employed";"single";"tertiary";"yes";"no";"failure";"no"
2184;31;775;2;"employed";"single";"tertiary";"yes";"no";"failure";"no"
2185;39;1515;2;"employed";"single";"tertiary";"yes";"no";"failure";"yes"
2186;24;99;2;"unemployed";"single";"secondary";"no";"no";"failure";"no"
2187;36;115;1;"unemployed";"single";"secondary";"no";"no";"failure";"no"
2188;34;1076;2;"unemployed";"married";"tertiary";"yes";"no";"success";"no"
2189;39;2454;2;"employed";"single";"tertiary";"yes";"no";"failure";"yes"
2190;43;4056;2;"employed";"married";"secondary";"no";"no";"failure";"no"
2191;29;369;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
2192;31;12857;2;"employed";"single";"tertiary";"yes";"no";"success";"yes"
2193;53;2152;2;"employed";"divorced";"tertiary";"no";"no";"success";"no"
2194;34;315;2;"employed";"married";"secondary";"no";"no";"success";"no"
2195;39;11766;1;"employed";"married";"tertiary";"yes";"no";"failure";"no"
2196;35;2971;2;"unemployed";"married";"secondary";"no";"no";"failure";"yes"
2197;31;690;2;"unemployed";"single";"secondary";"no";"no";"failure";"no"
2198;32;2360;2;"employed";"single";"tertiary";"no";"no";"success";"no"
2199;36;1227;2;"employed";"single";"secondary";"yes";"yes";"failure";"yes"
2200;25;4923;2;"unemployed";"married";"tertiary";"yes";"yes";"failure";"no"
2201;41;4047;1;"employed";"divorced";"secondary";"yes";"no";"success";"no"
2202;47;668;2;"employed";"married";"secondary";"yes";"no";"success";"no"
2203;33;17946;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
2204;59;514;1;"unemployed";"divorced";"secondary";"no";"no";"success";"yes"
2205;60;5041;1;"employed";"married";"tertiary";"no";"no";"success";"no"
2206;28;61;1;"employed";"married";"secondary";"yes";"no";"success";"yes"
2207;35;62;2;"employed";"single";"tertiary";"yes";"no";"success";"no"
2208;55;233;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2209;30;1320;1;"unemployed";"divorced";"secondary";"yes";"yes";"failure";"no"
2210;37;808;1;"employed";"single";"tertiary";"no";"no";"failure";"no"
2211;33;1373;2;"employed";"single";"tertiary";"yes";"no";"failure";"no"
2212;35;-947;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
2213;33;931;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
2214;34;26575;1;"employed";"single";"tertiary";"no";"no";"failure";"no"
2215;47;-246;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
2216;34;2;2;"unemployed";"married";"secondary";"yes";"yes";"failure";"no"
2217;45;4758;2;"employed";"married";"primary";"yes";"no";"success";"no"
2218;28;0;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2219;45;640;1;"employed";"married";"secondary";"yes";"no";"success";"no"
2220;27;-72;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
2221;31;170;2;"employed";"single";"tertiary";"yes";"yes";"failure";"no"
2222;41;5766;2;"employed";"divorced";"secondary";"yes";"yes";"failure";"no"
2223;30;0;1;"employed";"single";"tertiary";"yes";"no";"failure";"no"
2224;36;80;2;"employed";"married";"secondary";"yes";"yes";"failure";"no"
2225;40;710;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
2226;30;80;2;"employed";"single";"secondary";"yes";"yes";"failure";"no"
2227;33;0;1;"employed";"married";"tertiary";"yes";"no";"failure";"no"
2228;53;431;1;"employed";"married";"tertiary";"yes";"no";"failure";"no"
2229;32;12;2;"unemployed";"single";"secondary";"yes";"no";"failure";"no"
2230;55;2625;2;"employed";"divorced";"tertiary";"yes";"no";"failure";"no"
2231;42;1272;1;"employed";"married";"tertiary";"yes";"no";"failure";"no"
2232;35;188;2;"unemployed";"single";"secondary";"yes";"no";"success";"yes"
2233;52;576;1;"unemployed";"married";"primary";"yes";"no";"failure";"no"
2234;43;130;2;"employed";"married";"secondary";"no";"no";"failure";"no"
2235;35;1;1;"employed";"single";"tertiary";"yes";"no";"failure";"no"
2236;35;147;2;"employed";"married";"primary";"yes";"no";"failure";"no"
2237;30;0;2;"employed";"single";"tertiary";"yes";"no";"failure";"no"
2238;26;784;2;"employed";"married";"tertiary";"yes";"yes";"failure";"no"
2239;25;1141;1;"unemployed";"single";"tertiary";"yes";"no";"failure";"no"
2240;35;2311;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
2241;30;182;1;"unemployed";"married";"secondary";"yes";"yes";"failure";"no"
2242;37;0;2;"employed";"married";"primary";"yes";"no";"failure";"no"
2243;41;121;1;"unemployed";"married";"tertiary";"yes";"no";"failure";"no"
2244;38;54;2;"employed";"married";"secondary";"yes";"yes";"failure";"no"
2245;33;210;1;"employed";"married";"tertiary";"yes";"no";"failure";"no"
2246;31;187;1;"employed";"single";"secondary";"yes";"no";"failure";"no"
2247;38;2032;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
2248;57;0;2;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
2249;40;47;1;"employed";"single";"tertiary";"yes";"no";"failure";"no"
2250;28;0;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2251;27;75;1;"employed";"single";"tertiary";"yes";"yes";"failure";"no"
2252;39;1372;1;"employed";"married";"secondary";"yes";"yes";"failure";"no"
2253;31;196;2;"employed";"single";"secondary";"yes";"no";"failure";"yes"
2254;42;3718;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
2255;33;12686;2;"employed";"single";"tertiary";"yes";"no";"failure";"no"
2256;47;232;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
2257;33;255;2;"employed";"married";"secondary";"yes";"yes";"failure";"no"
2258;40;0;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2259;32;98;2;"unemployed";"single";"secondary";"yes";"no";"failure";"no"
2260;41;992;2;"employed";"married";"secondary";"yes";"yes";"failure";"no"
2261;32;75;2;"employed";"divorced";"tertiary";"no";"no";"failure";"no"
2262;44;0;2;"unemployed";"married";"secondary";"no";"no";"failure";"no"
2263;37;686;2;"unemployed";"single";"secondary";"yes";"no";"failure";"no"
2264;37;3043;1;"employed";"married";"tertiary";"yes";"no";"failure";"no"
2265;33;415;2;"employed";"married";"primary";"yes";"no";"success";"no"
2266;35;1239;1;"employed";"single";"secondary";"yes";"no";"failure";"no"
2267;53;0;1;"unemployed";"divorced";"secondary";"yes";"no";"failure";"no"
2268;43;-755;1;"employed";"married";"secondary";"yes";"yes";"failure";"no"
2269;54;0;1;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
2270;47;57;1;"employed";"married";"secondary";"no";"no";"success";"no"
2271;35;0;2;"unemployed";"married";"tertiary";"no";"no";"failure";"no"
2272;35;76;2;"employed";"married";"tertiary";"no";"no";"failure";"no"
2273;51;-463;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
2274;47;769;2;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
2275;43;0;2;"employed";"divorced";"secondary";"yes";"no";"failure";"no"
2276;35;27;2;"employed";"married";"secondary";"yes";"yes";"failure";"no"
2277;55;-626;2;"employed";"married";"secondary";"yes";"yes";"failure";"no"
2278;45;251;2;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
2279;32;4761;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
2280;30;6432;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
2281;44;0;1;"employed";"divorced";"tertiary";"yes";"yes";"failure";"no"
2282;30;6;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
2283;37;176;1;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
2284;30;-522;2;"employed";"single";"secondary";"yes";"yes";"failure";"yes"
2285;36;103;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
2286;39;519;2;"employed";"single";"secondary";"yes";"yes";"failure";"no"
2287;52;221;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2288;51;565;2;"employed";"married";"primary";"yes";"yes";"failure";"no"
2289;37;8564;1;"employed";"married";"tertiary";"yes";"no";"failure";"no"
2290;42;2152;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
2291;43;305;2;"employed";"divorced";"secondary";"yes";"no";"failure";"no"
2292;27;3160;1;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
2293;53;2618;2;"employed";"married";"primary";"yes";"no";"failure";"no"
2294;45;0;1;"employed";"married";"tertiary";"yes";"no";"failure";"no"
2295;43;176;1;"employed";"married";"tertiary";"yes";"no";"failure";"no"
2296;31;4888;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
2297;41;440;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2298;42;96;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2299;36;7503;1;"employed";"single";"secondary";"yes";"no";"failure";"no"
2300;44;0;1;"employed";"married";"primary";"yes";"no";"failure";"no"
2301;37;0;2;"employed";"divorced";"tertiary";"yes";"no";"failure";"no"
2302;56;505;2;"employed";"married";"tertiary";"yes";"yes";"failure";"no"
2303;35;225;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2304;41;-7;2;"employed";"married";"primary";"yes";"no";"failure";"no"
2305;37;5436;1;"employed";"single";"secondary";"yes";"no";"failure";"no"
2306;49;8545;1;"employed";"married";"secondary";"yes";"yes";"failure";"no"
2307;46;523;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
2308;37;0;2;"employed";"married";"tertiary";"yes";"no";"success";"no"
2309;49;2039;2;"employed";"married";"secondary";"yes";"no";"failure";"yes"
2310;52;12;1;"employed";"divorced";"secondary";"yes";"no";"failure";"no"
2311;60;6271;2;"employed";"married";"primary";"yes";"no";"failure";"no"
2312;40;83;2;"unemployed";"divorced";"secondary";"yes";"no";"failure";"no"
